No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EPS Growth,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,FCF Growth,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio,Net WC
338,STLD,"Steel Dynamics, Inc.",21099819240,134.28,0.70%,18596113000,1.25,22445085240,9.19,1.37%,15.69%,3066796000,2397613000,14.61,-22.62%,3190004000,3635366000,3141362000,-1953537000,-1753367000,-565542000,726436000,-60.71%,3037942000,-0.75%,15026750000,5978991000,2.33,6.17,1.48,3.05,4.50,3031792000
339,PPL,PPL Corporation,21077260370,28.57,-0.38%,8201000000,0.21,36783552385,27.74,3.61%,6.99%,1677000000,762000000,1.03,-0.96%,1629000000,2745000000,1356000000,-2660000000,1195000000,-109000000,186000000,,16045000000,10.01%,39631000000,25573000000,1.49,13.40,0.82,0.41,3.88,678000000
340,BALL,Ball Corporation,20938099880,67.46,-2.06%,13414000000,0.68,25019099880,5.08,1.19%,,1142000000,4215000000,13.29,829.37%,4765000000,5452000000,891000000,4575000000,-4289000000,1131000000,109000000,,5800000000,-40.07%,19898000000,12521000000,2.87,4.59,0.87,1.19,3.52,-298000000
341,INVH,Invitation Homes Inc.,20869101520,34.07,-1.19%,2488427000,0.13,28466077520,39.16,3.29%,12.50%,902260000,541578000,0.87,27.94%,886833000,1571760000,1054882000,-728607000,92835000,419110000,,-47.61%,8544382000,9.99%,19209938000,9039849000,2.06,18.11,0.94,0.56,3.39,
342,CTRA,Coterra Energy Inc.,20511061480,27.56,1.58%,5570000000,0.27,21614061480,16.12,3.05%,310.00%,1717000000,1300000000,1.71,-67.18%,1768000000,3472000000,3020000000,-2288000000,-417000000,315000000,393000000,-73.77%,2651000000,21.83%,20953000000,7856000000,1.57,6.23,0.21,0.56,3.17,-132000000
343,ARE,"Alexandria Real Estate Equities, Inc.",20456064510,116.97,-1.21%,2954012000,0.08,31941532510,109.32,4.34%,5.02%,585828000,184074000,1.07,-76.33%,297612000,1413337000,1666137000,-2355808000,123775000,-566689000,,,12217163000,5.89%,37699046000,14943128000,1.11,22.60,1.08,2.75,5.45,
344,K,Kellanova Co,20342098000,59.50,-2.52%,12269000000,0.73,26693098000,22.28,3.77%,1.24%,1458000000,920000000,2.67,10.79%,1480000000,1869000000,1733000000,-690000000,-1135000000,-105000000,254000000,5.44%,6593000000,-10.75%,15315000000,12037000000,6.45,14.28,0.40,1.06,4.34,-647000000
345,TYL,"Tyler Technologies, Inc.",20341607889,479.13,-2.63%,1992256000,0.43,20790079889,108.40,,,240535000,189214000,4.42,20.77%,244462000,415932000,377570000,-89041000,-231137000,57392000,37119000,-9.30%,645416000,-30.34%,4608755000,1585620000,6.73,49.98,0.76,8.94,4.35,-234301000
346,STX,Seagate Technology Holdings plc,20335334760,96.84,2.81%,6266000000,0.86,25211334760,,2.89%,,164000000,-270000000,-1.30,,156000000,461000000,702000000,312000000,-986000000,29000000,92000000,73.67%,5671000000,-4.82%,7096000000,8985000000,,54.69,1.08,2.59,4.02,-763000000
347,TSN,"Tyson Foods, Inc.",20187427396,57.78,-3.23%,52879000000,1.44,28965427396,,3.39%,2.08%,-270000000,-615000000,-1.78,,-219000000,1222000000,2160000000,-1744000000,1240000000,1639000000,-2000000,633.68%,10960000000,22.73%,37465000000,19242000000,1.12,23.70,0.73,1.10,2.02,3466000000
348,SBAC,SBA Communications Corporation,20122999470,187.29,-0.43%,2693930000,0.26,34295342470,36.72,2.09%,17.31%,1022876000,555138000,5.10,48.69%,1005254000,1615898000,1527678000,-406795000,-1047902000,71150000,24506000,18.86%,14432544000,-4.58%,9995266000,15218086000,,21.22,0.59,4.93,1.96,-150181000
349,WRB,W. R. Berkley Corporation,20087363340,78.57,-0.91%,12504707000,0.34,21795874340,13.96,0.28%,-25.79%,2079753000,1529704000,5.63,44.73%,2079305000,1967923000,3230150000,-2507643000,-796474000,-73304000,422250000,26.32%,2877564000,1.45%,37851072000,30052560000,2.58,11.08,0.60,1.23,3.17,
350,ES,Eversource Energy,20008084000,56.80,-1.27%,11447637000,0.21,48035816000,,5.04%,5.90%,2495736000,-411552000,-1.18,,671333000,2004132000,1868316000,-5266034000,3595347000,197629000,171239000,,28286945000,18.82%,57322225000,42778637000,1.38,23.97,0.58,1.30,2.33,1265514000
351,LDOS,"Leidos Holdings, Inc.",19954586960,147.58,-2.36%,15714000000,1.23,24495586960,63.61,1.03%,4.17%,740000000,321000000,2.32,-52.26%,765000000,1083000000,1326000000,-184000000,-886000000,256000000,237000000,71.06%,5174000000,-7.21%,12817000000,8504000000,4.69,22.62,0.66,2.09,1.95,476000000
352,BLDR,"Builders FirstSource, Inc.",19857453330,162.69,-4.92%,17105368000,1.59,23406113330,13.92,,,2082733000,1465550000,11.69,-25.64%,2082733000,2644840000,1969678000,-640469000,-776141000,553068000,418840000,-58.02%,4246135000,14.65%,11168443000,6211735000,4.01,8.85,2.08,6.87,2.15,1564371000
353,HBAN,Huntington Bancshares Incorporated,19796755000,13.66,-0.58%,6769000000,0.04,22467755000,12.31,4.54%,,2144000000,1627000000,1.11,-28.39%,2123000000,2969000000,2991000000,-2960000000,1780000000,1811000000,355000000,-9.48%,15076000000,-24.51%,193519000000,174146000000,1.02,7.57,1.11,0.26,1.52,
354,GPC,Genuine Parts Company,19748419230,141.77,-2.38%,23109123000,1.32,23643958230,15.82,2.82%,5.69%,1657615000,1261461000,8.96,2.52%,1728418000,2082342000,1556409000,-839000000,-309571000,398405000,401662000,4.79%,4945127000,16.94%,18336513000,13919337000,4.49,11.35,0.95,2.77,1.70,962286000
355,WAT,Waters Corporation,19684649248,331.84,-1.37%,2908581000,0.64,21485003248,32.60,,,777354000,603507000,10.18,-11.40%,795863000,979128000,668928000,-1437603000,621986000,-148780000,82419000,20.13%,2138567000,36.48%,4508964000,3252439000,15.67,21.94,0.98,8.78,10.89,533165000
356,CCL,Carnival Corporation & plc,19641291036,15.65,3.44%,22567000000,0.45,49414291036,60.19,,,2403000000,405000000,0.26,,2408000000,4953000000,5661000000,-3929000000,-4963000000,-3217000000,6000000,,32015000000,-12.14%,49761000000,43079000000,2.94,9.98,2.54,0.50,4.11,-7821000000
357,WBD,"Warner Bros. Discovery, Inc.",19283939700,7.87,1.88%,40579000000,0.33,58885939700,,,,-1258000000,-3023000000,-1.24,,-1328000000,6487000000,8693000000,-1209000000,-6642000000,747000000,-470000000,248.12%,42578000000,-12.98%,119819000000,74525000000,0.44,9.08,1.51,0.31,3.62,-2600000000
358,MKC,"McCormick & Company, Incorporated",19163553107,71.31,-1.25%,6699400000,0.52,23442553107,27.22,2.36%,6.58%,997500000,643800000,2.62,6.07%,1041400000,1238700000,1272300000,-260800000,-1207200000,-178800000,189700000,120.45%,4457000000,-14.38%,12890100000,7632700000,3.66,18.93,0.72,1.23,2.75,-3700000
359,ALGN,"Align Technology, Inc.",19104237009,253.77,-0.72%,3916544000,0.63,18300423009,41.88,,,663957000,462283000,6.06,49.63%,664966000,839457000,614545000,-222698000,-351095000,34198000,202683000,4.72%,95092000,-3.95%,6155754000,2395894000,5.08,21.80,1.66,9.18,2.25,-442633000
360,VTR,"Ventas, Inc.",19097237320,47.18,-0.67%,4620496000,0.19,32166219320,,3.81%,,455503000,-72802000,-0.18,,513427000,1924024000,1143504000,-272971000,-376818000,493715000,-9741000,28.34%,13757391000,9.77%,24672586000,14928709000,2.03,16.72,1.26,0.83,3.74,
361,PFG,"Principal Financial Group, Inc.",19013230080,81.12,-1.34%,14900100000,0.05,18827030080,15.11,3.50%,6.25%,1578400000,1295800000,5.37,-68.21%,1537600000,1810300000,3681300000,-1586000000,-2567800000,-472500000,241800000,-3.24%,3982200000,-15.50%,308683500000,297082300000,1.70,10.40,1.25,1.28,2.46,
362,HRL,Hormel Foods Corporation,19004773600,34.70,-1.17%,12135929000,0.90,21334056600,23.77,3.26%,3.46%,1023745000,794716000,1.46,-18.44%,1091916000,1376148000,1248198000,-286229000,-591859000,363423000,223819000,39.41%,3311207000,0.29%,13512983000,5664417000,2.42,15.50,0.27,0.62,3.97,1078492000
363,AEE,Ameren Corporation,18994904100,71.23,-0.15%,7254000000,0.18,36093904100,16.34,3.76%,6.56%,1578000000,1149000000,4.36,4.06%,1932000000,3393000000,2560000000,-3740000000,1298000000,118000000,190000000,,17184000000,10.66%,41306000000,29734000000,1.66,10.64,0.44,1.20,3.06,511000000
364,MOH,"Molina Healthcare, Inc.",18991674000,324.09,-2.42%,35854000000,2.43,12436674000,17.59,,,1544000000,1071000000,18.42,25.39%,1544000000,1716000000,960000000,-930000000,-55000000,-25000000,365000000,-28.14%,2382000000,0.04%,15513000000,11020000000,4.23,7.25,0.54,7.36,3.00,-4783000000
365,CNP,"CenterPoint Energy, Inc.",18897446960,29.54,0.10%,8537000000,0.22,37947446960,20.80,2.71%,6.76%,1835000000,904000000,1.42,12.70%,1867000000,3312000000,2702000000,-3922000000,1269000000,49000000,170000000,,19669000000,14.90%,40199000000,30201000000,1.89,11.46,0.91,0.42,2.62,1789000000
366,CBOE,"Cboe Global Markets, Inc.",18806792900,178.85,-2.04%,3742500000,0.49,19795592900,23.97,1.23%,10.00%,1092400000,793200000,7.46,167.38%,1147000000,1300900000,940400000,-70300000,-683500000,193300000,294000000,149.65%,1583900000,-15.28%,8152100000,4128000000,4.67,15.22,0.59,3.53,2.87,73000000
367,TDY,Teledyne Technologies Incorporated,18729516375,394.95,-1.87%,5602300000,0.39,21063416375,21.05,,,1026200000,885500000,18.76,16.38%,1028300000,1340600000,924100000,-129300000,-542000000,247200000,73800000,0.89%,3246300000,-15.03%,14639200000,5306000000,2.01,15.71,1.03,7.40,2.38,1134600000
368,CPAY,"Corpay, Inc.",18491858460,263.16,-1.78%,3791637000,0.25,20632236460,19.58,,,1693258000,996824000,13.44,7.01%,1693317000,2030449000,2123651000,-324040000,-839047000,933275000,338593000,23.77%,6764054000,-0.49%,15830131000,12547861000,5.68,10.16,1.22,6.13,4.71,-2235805000
369,CMS,CMS Energy Corporation,18288407400,61.24,-0.31%,7354000000,0.22,33233407400,18.67,3.36%,5.80%,1793000000,960000000,3.28,40.77%,2279000000,3474000000,2225000000,-3372000000,1410000000,263000000,636000000,,15806000000,9.13%,33901000000,25395000000,2.30,9.57,0.37,0.90,3.91,707000000
370,ULTA,"Ulta Beauty, Inc.",18269466550,381.13,-0.17%,11207303000,2.05,19413964550,14.64,,,1678029000,1291005000,26.03,8.41%,1678029000,2254623000,1476266000,-441425000,-1006124000,28717000,404646000,-11.01%,1911092000,0.42%,5707011000,3427683000,8.02,8.61,1.36,8.86,2.27,695554000
371,OMC,Omnicom Group Inc.,18253687140,93.21,-2.00%,14879400000,0.56,22170587140,12.60,3.00%,,2237100000,1482500000,7.40,11.28%,2257400000,2474200000,1325500000,-721600000,-625400000,-88700000,557500000,43.21%,7089700000,8.76%,27275600000,23141400000,5.11,8.96,0.97,1.61,5.98,-3498800000
372,COO,"The Cooper Companies, Inc.",18221950080,91.68,-3.38%,3666300000,0.31,20859050080,62.71,0.01%,,536700000,290800000,1.46,-22.73%,519900000,934700000,563600000,-659800000,116000000,16800000,120000000,-68.01%,2772300000,2.85%,12032600000,4337300000,2.37,22.32,0.97,1.99,2.61,739900000
373,EQT,EQT Corporation,18211254080,41.24,2.71%,5660120000,0.23,22586055080,29.67,1.53%,3.75%,886251000,620172000,1.39,-87.59%,884267000,2731326000,2671745000,-4382481000,231522000,-1479214000,36610000,-75.52%,5840845000,-6.95%,25438320000,10266919000,1.20,8.27,1.10,1.19,5.32,-800827000
374,CINF,Cincinnati Financial Corporation,18120022920,115.74,-1.65%,10707000000,0.33,18374022920,7.71,2.80%,8.33%,3014000000,2373000000,15.02,49966.67%,3014000000,3120000000,2155000000,-1601000000,-890000000,-336000000,588000000,2.15%,873000000,-2.46%,33727000000,21073000000,1.43,5.89,0.64,1.83,3.13,
375,AVY,Avery Dennison Corporation,18116459660,224.90,-0.95%,8450600000,1.03,21171159660,32.83,1.57%,8.17%,1022900000,554200000,6.85,-17.57%,882000000,1185400000,943900000,-404400000,-702000000,-165600000,206600000,28.12%,3240400000,-8.95%,8255200000,6051200000,8.22,17.86,0.92,3.05,2.59,563400000
376,DPZ,"Domino's Pizza, Inc.",17756812216,509.08,1.38%,4539607000,2.74,22546477216,33.25,1.19%,17.75%,818786000,540172000,15.31,18.13%,864494000,946833000,599646000,-108800000,-465871000,24829000,128548000,18.14%,5203311000,-0.73%,1744742000,5753072000,,23.81,0.83,9.63,2.21,16035000
377,DRI,"Darden Restaurants, Inc.",17703326880,148.32,0.49%,11201700000,1.01,22765326880,17.39,3.53%,8.26%,1293300000,1034600000,8.53,11.50%,1291800000,1729100000,1597000000,-1334900000,-328900000,-66800000,131800000,-0.45%,5305900000,14.86%,11358200000,9177300000,8.12,13.17,1.27,2.44,4.71,-1481200000
378,ENPH,"Enphase Energy, Inc.",17603830940,129.38,3.36%,1828109000,0.54,17270105940,67.04,,,248979000,275966000,1.93,-43.73%,331546000,409800000,499749000,14909000,-545823000,-32393000,46701000,-51.39%,1295868000,0.27%,3232980000,2310257000,19.08,42.14,1.49,6.53,2.68,216147000
379,NRG,"NRG Energy, Inc.",17480712600,83.85,-2.50%,28530000000,1.05,28065712600,12.00,1.94%,7.90%,2800000000,1577000000,6.99,,2824000000,4029000000,1644000000,1348000000,-3224000000,-235000000,509000000,,10878000000,-13.62%,25401000000,22104000000,5.30,6.97,1.10,3.27,2.24,994000000
380,RF,Regions Financial Corporation,17455662620,19.06,-0.31%,6802000000,0.04,10532662620,10.30,5.04%,20.00%,2282000000,1731000000,1.85,-20.94%,2183000000,2404000000,2508000000,698000000,-789000000,2417000000,452000000,-10.37%,4327000000,0.46%,154909000000,137831000000,1.02,4.38,1.22,0.38,3.89,
381,SYF,Synchrony Financial,17354731680,43.22,-0.25%,8667000000,0.08,13466731680,6.18,2.31%,8.70%,3822000000,2888000000,6.99,22.42%,3780000000,4246000000,8955000000,-14128000000,9324000000,4151000000,892000000,24.65%,16133000000,8.03%,121173000000,105891000000,1.14,3.17,1.58,1.05,2.67,
382,BAX,Baxter International Inc.,17249283000,33.85,-0.15%,14892000000,0.52,28393283000,6.50,3.43%,,448000000,2649000000,5.21,,3081000000,4360000000,1410000000,3217000000,-3257000000,1353000000,29000000,-15.11%,14170000000,-16.10%,27788000000,19553000000,2.11,6.51,0.64,0.73,1.95,2643000000
383,J,Jacobs Engineering Group Inc.,17218039630,137.51,-2.13%,16903732000,1.14,19838018630,26.55,0.84%,46.67%,1032621000,647341000,5.18,-14.10%,1000365000,1305170000,915962000,-126291000,-981194000,-191105000,178022000,147.39%,3653498000,-12.88%,14897577000,8219115000,2.60,15.20,0.74,2.53,2.17,676148000
384,HOLX,"Hologic, Inc.",17120536720,73.36,-0.60%,3960600000,0.44,17509036720,37.62,,,541700000,466500000,1.95,-35.00%,674600000,993400000,1103900000,-237400000,-1268200000,-402200000,94000000,12.90%,2568500000,-9.68%,8714400000,3870000000,3.53,17.63,1.01,1.14,3.14,694700000
385,VRSN,"VeriSign, Inc.",17036580000,171.05,-0.07%,1513000000,0.88,17902580000,21.07,,,1018200000,833000000,8.12,24.73%,1072000000,1114300000,852100000,-10800000,-928900000,-87900000,163700000,-5.64%,1790700000,0.12%,1727800000,3363500000,,16.07,0.89,2.79,2.14,-1150300000
386,ATO,Atmos Energy Corporation,16904259080,112.04,-0.51%,4056069000,0.18,24176198080,16.87,2.87%,8.79%,1273418000,999646000,6.64,15.28%,1339169000,1978854000,1558900000,-2794154000,1403848000,168594000,169055000,,7535708000,14.97%,24004640000,12386001000,1.45,12.22,0.66,1.79,4.61,123073000
387,EG,"Everest Group, Ltd.",16881772372,388.46,-0.85%,15434000000,0.32,18723772372,5.76,2.06%,9.85%,2718000000,2885000000,67.46,301.07%,2718000000,2718000000,4591000000,-5999000000,1359000000,-67000000,-306000000,17.33%,3386000000,9.76%,50937000000,37308000000,1.24,6.89,0.57,7.00,2.45,
388,EXPD,"Expeditors International of Washington, Inc.",16821700680,119.09,0.96%,8914199000,1.96,16016179680,25.23,1.19%,4.41%,878740000,696024000,4.72,-38.54%,949630000,1017290000,763683000,-39966000,-1684921000,-980338000,251451000,-66.77%,564935000,8.51%,4488268000,2290603000,7.66,15.74,1.00,1.81,4.17,277570000
389,NTRS,Northern Trust Corporation,16792911360,82.08,-1.48%,6674700000,0.04,-13707188640,18.12,3.66%,,1311400000,945600000,4.53,-22.96%,1311400000,1961400000,1337900000,-4928500000,4351100000,482800000,324000000,-14.62%,16450600000,-21.87%,156111000000,144009200000,1.39,,1.14,1.44,1.63,
390,ZBRA,Zebra Technologies Corporation,16775065056,326.24,-0.23%,4354000000,0.59,18886065056,64.60,,,415000000,261000000,5.05,-35.59%,404000000,579000000,197000000,-86000000,-77000000,34000000,30000000,-60.14%,2238000000,-0.62%,7259000000,4090000000,5.29,32.62,1.76,6.65,3.31,129000000
391,ILMN,"Illumina, Inc.",16731279000,105.03,-1.36%,4493000000,0.43,17813279000,,,,-1117000000,-1289000000,-8.15,,-1073000000,-640000000,545000000,-223000000,-702000000,-386000000,142000000,,2190000000,-26.58%,10040000000,4306000000,2.92,,1.20,3.98,3.33,1000000
392,TXT,Textron Inc.,16680441530,87.47,-1.31%,13794000000,0.83,18731441530,18.69,0.09%,,1174000000,931000000,4.68,15.56%,1173000000,1564000000,1096000000,-351000000,-1074000000,-333000000,165000000,-32.03%,3517000000,-0.93%,16414000000,9483000000,2.41,11.98,1.32,1.44,3.09,1800000000
393,UAL,"United Airlines Holdings, Inc.",16650583920,50.64,-2.11%,54827000000,0.76,37218583920,6.26,,,4353000000,2688000000,8.09,38.77%,5403000000,8074000000,6616000000,-2697000000,-3267000000,652000000,791000000,,34844000000,-6.29%,71902000000,62714000000,1.81,4.61,1.49,1.41,1.41,-15649000000
394,LH,Labcorp Holdings Inc.,16537561384,196.19,-1.73%,12300400000,0.73,22406761384,38.77,1.47%,16.41%,717100000,433100000,5.06,-54.46%,822600000,1552800000,1176700000,-1464900000,-10400000,-294600000,193700000,-48.66%,5968500000,-5.13%,16531000000,8556200000,2.08,14.43,1.01,,2.88,1634900000
395,CE,Celanese Corporation,16520617200,151.26,-1.05%,10698000000,0.41,28790617200,8.32,1.85%,0.72%,1609000000,1990000000,18.18,33.87%,1915000000,2703000000,2096000000,-107000000,-1646000000,316000000,-782000000,85.78%,13753000000,-9.17%,26033000000,18502000000,2.34,10.65,1.36,3.38,8.02,1976000000
396,ESS,"Essex Property Trust, Inc.",16394509503,255.33,-1.57%,1683902000,0.14,22503728503,31.21,3.84%,5.54%,529316000,525024000,8.18,8.63%,742817000,1294641000,1018000000,-597741000,10453000,430712000,,-32.91%,6617089000,10.74%,12885185000,7129240000,2.96,17.38,0.80,4.45,4.65,
397,L,Loews Corporation,16388472120,74.02,-0.98%,16349000000,0.21,25935472120,11.00,0.34%,,2372000000,1516000000,6.73,82.88%,2380000000,2918000000,3386000000,-3637000000,211000000,-38000000,480000000,-7.28%,10103000000,11.54%,80906000000,63908000000,1.01,8.89,0.82,0.97,2.36,
398,JBHT,"J.B. Hunt Transport Services, Inc.",16345372830,158.39,0.49%,12544077000,1.49,17647693830,25.14,1.09%,3.66%,910075000,658011000,6.30,-28.49%,917699000,1764148000,1723464000,-1467781000,-244102000,11581000,192896000,-25.15%,1366506000,10.07%,8427783000,4261352000,3.92,10.00,1.17,3.57,2.31,341391000
399,FDS,FactSet Research Systems Inc.,16277352390,427.05,-2.06%,2153769000,0.54,17531337390,33.79,0.97%,9.04%,659044000,489277000,12.64,9.91%,679530000,819367000,673201000,-132407000,-605597000,-63618000,123871000,11.09%,1704212000,-13.09%,3990866000,2189112000,9.03,21.40,0.73,6.80,6.71,-57993000
400,PKG,Packaging Corporation of America,16246254160,180.92,-1.55%,7805500000,0.92,18224254160,22.62,2.76%,,1000500000,722000000,8.00,-23.37%,995900000,1512500000,1295100000,-840700000,-129700000,324700000,226300000,18.49%,3162700000,13.60%,8857000000,4826000000,4.03,12.05,0.82,2.87,2.01,1341100000
401,CLX,The Clorox Company,16004107560,128.87,-2.02%,7209000000,1.22,18805107560,66.77,3.72%,1.69%,690000000,240000000,1.93,227.12%,438000000,676000000,785000000,-175000000,-609000000,-25000000,108000000,-32.14%,3020000000,-0.17%,5805000000,5550000000,175.87,27.82,0.43,2.41,3.32,-211000000
402,IEX,IDEX Corporation,15989896296,211.24,-1.82%,3229000000,0.56,16697196296,27.79,1.31%,41.85%,786100000,577700000,7.60,-1.55%,783600000,940100000,725400000,-274600000,-340500000,105600000,157900000,18.61%,1323600000,-10.00%,5889400000,2271100000,4.42,17.76,0.98,3.39,1.71,478300000
403,LUV,Southwest Airlines Co.,15871079640,26.52,-1.19%,26714000000,0.73,14520079640,43.48,2.72%,-25.00%,115000000,393000000,0.61,-40.78%,798000000,2363000000,2353000000,-1940000000,-405000000,8000000,146000000,,9161000000,-2.29%,36018000000,25822000000,1.56,6.14,1.16,0.71,2.33,-9222000000
404,CFG,"Citizens Financial Group, Inc.",15770993200,34.66,-1.95%,7365000000,0.03,17592993200,12.51,4.85%,,1796000000,1307000000,2.77,-33.41%,1672000000,2134000000,2357000000,4795000000,-3527000000,3625000000,365000000,-38.00%,13813000000,-30.49%,220448000000,196687000000,0.66,8.24,1.35,0.75,3.28,
405,BBY,"Best Buy Co., Inc.",15696337600,72.55,1.47%,43452000000,2.81,18231337600,12.77,5.18%,3.93%,1574000000,1241000000,5.68,-9.70%,1674000000,2597000000,1470000000,-781000000,-1144000000,-460000000,381000000,-24.50%,3982000000,0.10%,14967000000,11914000000,5.14,7.02,1.52,1.74,6.90,-828000000
406,IP,International Paper Company,15682039800,45.15,-0.68%,18515000000,0.79,22625039800,92.14,4.10%,,488000000,172000000,0.49,-86.72%,425000000,1894000000,1883000000,-576000000,-949000000,362000000,38000000,-2.22%,8013000000,-2.66%,23028000000,14771000000,1.90,11.95,0.99,1.26,2.53,1673000000
407,GEN,Gen Digital Inc.,15534682260,24.81,-0.32%,3812000000,0.24,23292682260,25.84,2.02%,,1122000000,616000000,0.96,-55.56%,1128000000,1631000000,2064000000,2000000,-1961000000,96000000,-157000000,175.50%,8604000000,-11.86%,15772000000,13575000000,7.07,14.28,1.11,0.60,4.12,-1961000000
408,DGX,Quest Diagnostics Incorporated,15431789720,138.91,-1.68%,9287000000,0.68,20309789720,18.70,2.16%,6.57%,1257000000,846000000,7.43,8.78%,1255000000,1703000000,1332000000,-1116000000,83000000,299000000,249000000,9.61%,5352000000,15.79%,13954000000,7485000000,2.40,11.93,0.87,2.51,2.44,515000000
409,NWS,News Corporation,15370785843,27.49,-0.11%,9941000000,0.60,17380785843,76.36,0.73%,,609000000,208000000,0.36,-23.40%,465000000,1185000000,1266000000,-538000000,-436000000,292000000,168000000,50.97%,3953000000,-3.47%,16544000000,7636000000,1.91,14.67,1.36,0.51,3.27,-801000000
410,NWSA,News Corporation,15324260476,26.63,-0.41%,9941000000,0.60,17334260476,73.97,0.75%,,609000000,208000000,0.36,-23.40%,465000000,1185000000,1266000000,-538000000,-436000000,292000000,168000000,50.97%,3953000000,-3.47%,16544000000,7636000000,1.90,14.63,1.36,0.52,2.94,-801000000
411,MAA,"Mid-America Apartment Communities, Inc.",15223596060,130.31,-2.17%,2163057000,0.19,19779983060,27.32,4.51%,6.61%,680784000,556957000,4.77,-16.17%,718554000,1288911000,1119134000,-729889000,-477186000,-87941000,5595000,-36.20%,4624463000,5.21%,11470732000,5194253000,2.51,15.35,0.79,2.39,3.66,
412,FOX,Fox Corporation,15083187275,31.09,-0.13%,13920000000,0.63,18488187275,9.78,1.67%,4.00%,2309000000,1557000000,3.18,50.00%,2316000000,2710000000,1434000000,-444000000,-1345000000,-355000000,555000000,-42.71%,7196000000,-0.19%,21717000000,11052000000,1.43,6.82,0.78,0.51,3.31,1170000000
413,BG,Bunge Limited,15068539900,106.42,2.55%,57629000000,2.26,18096539900,8.58,2.56%,4.11%,2739000000,1855000000,12.40,21.69%,3015000000,3476000000,3371000000,-1450000000,-2016000000,-104000000,648000000,,5967000000,-9.84%,25821000000,14293000000,1.43,5.21,0.65,2.26,3.51,6703000000
414,FOXA,Fox Corporation,15048691378,33.50,-0.33%,13920000000,0.63,18453691378,10.53,1.55%,4.00%,2309000000,1557000000,3.18,50.00%,2316000000,2710000000,1434000000,-444000000,-1345000000,-355000000,555000000,-42.71%,7196000000,-0.19%,21717000000,11052000000,1.43,6.81,0.78,0.58,8.34,1170000000
415,AES,The AES Corporation,15016393710,21.13,1.05%,12514000000,0.28,42744393710,28.95,3.26%,4.48%,1026000000,530000000,0.73,,2049000000,3216000000,2696000000,-8950000000,6995000000,478000000,173000000,,30478000000,22.74%,47045000000,40765000000,5.18,13.29,1.07,0.59,2.21,317000000
416,ALB,Albemarle Corporation,15015249520,127.76,0.13%,8397687000,0.45,16483965520,46.12,1.25%,0.63%,-1029388000,325760000,2.77,-91.12%,614201000,1080625000,702295000,-2736655000,2299887000,469079000,149593000,,3524529000,8.93%,19032333000,7232614000,1.30,15.25,1.65,5.28,5.57,1721292000
417,MRO,Marathon Oil Corporation,14918752200,26.45,3.48%,6568000000,0.33,20297752200,10.93,1.66%,16.22%,2091000000,1434000000,2.42,-41.26%,2106000000,4321000000,3979000000,-1973000000,-2135000000,-129000000,333000000,-44.99%,5428000000,-7.28%,19668000000,8524000000,1.34,4.70,2.23,0.60,1.60,-491000000
418,MAS,Masco Corporation,14862065120,67.48,-2.34%,7914000000,1.48,17743065120,16.54,1.72%,1.77%,1351000000,918000000,4.08,14.93%,1295000000,1444000000,1441000000,-357000000,-1066000000,-142000000,274000000,129.96%,3249000000,-10.07%,5336000000,5179000000,,12.29,1.29,1.38,3.34,893000000
419,SWKS,"Skyworks Solutions, Inc.",14656833450,91.35,-0.88%,4537500000,0.54,14628333450,17.17,2.98%,9.68%,932200000,855200000,5.32,-23.23%,958600000,1474100000,1746500000,48300000,-1422000000,372800000,57700000,26.66%,1189800000,-45.68%,8309700000,1950500000,2.30,9.92,1.35,2.48,3.25,1320800000
420,CF,"CF Industries Holdings, Inc.",14386771220,78.71,1.55%,6089000000,0.44,15830771220,13.05,2.54%,12.50%,1722000000,1159000000,6.03,-59.67%,1609000000,2525000000,2255000000,-1745000000,-1564000000,-1052000000,303000000,-82.89%,3217000000,-1.08%,13861000000,5865000000,2.64,6.27,1.02,1.97,2.33,333000000
421,JBL,Jabil Inc.,14323305690,118.77,-0.69%,32087000000,1.70,15009305690,10.19,0.27%,,2170000000,1509000000,11.66,69.48%,2140000000,2906000000,1820000000,1319000000,-1764000000,1366000000,464000000,13.96%,3252000000,-5.27%,17123000000,14465000000,5.39,5.16,1.42,3.47,3.22,-685000000
422,CAG,"Conagra Brands, Inc.",14212812990,29.73,-1.82%,12118300000,0.55,22811612990,14.94,4.71%,6.06%,1471900000,952000000,1.99,19.16%,1664600000,2049200000,1823300000,-390300000,-1427400000,7900000,278800000,85.37%,8677300000,-6.25%,21919900000,12694400000,1.55,11.13,0.37,0.50,2.41,921900000
423,AMCR,Amcor plc,14207692200,9.83,-1.11%,13778000000,0.82,21415692200,21.84,5.09%,2.05%,1175000000,653000000,0.45,-31.19%,1157000000,1763000000,1310000000,-529000000,-859000000,-107000000,175000000,11.29%,7665000000,2.49%,16660000000,12652000000,3.60,12.15,0.85,0.17,3.29,790000000
