,No.,Symbol,Company Name,Market Cap,Stock Price,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio
315,316,HPE,Hewlett Packard Enterprise Company,23933000000,18.41,28081000000.0,0.49,29343000000.0,12.7,2.83%,4.17%,2447000000.0,1911000000.0,1.45,2309000000.0,4926000000.0,5321000000.0,-2787000000.0,-1318000000.0,1128000000.0,179000000.0,12797000000.0,-0.01,58602000000.0,37134000000.0,1.12,5.96,1.22,0.42,2.85
316,317,ZBH,"Zimmer Biomet Holdings, Inc.",23932338240,116.33,7452500000.0,0.35,29335538240.0,25.23,0.83%,0,1216400000.0,963900000.0,4.61,1198000000.0,2156500000.0,1501900000.0,-824500000.0,-606900000.0,62900000.0,30400000.0,5796200000.0,0.0011,21452400000.0,8846400000.0,1.9,13.6,1.03,2.0,4.2
317,318,WST,"West Pharmaceutical Services, Inc.",23853962704,327.47,2928600000.0,0.79,23558762704.0,43.2,0.24%,5.26%,643500000.0,568700000.0,7.58,692200000.0,833500000.0,756600000.0,-377200000.0,-659600000.0,-284500000.0,115100000.0,306600000.0,-0.0248,3602300000.0,921700000.0,8.9,28.26,1.05,9.5,2.14
318,319,PHM,"PulteGroup, Inc.",23823334920,113.26,16435098000.0,1.03,24548434920.0,9.08,0.71%,20.63%,3523111000.0,2733089000.0,12.48,3615788000.0,3698534000.0,1725181000.0,-131770000.0,-1154176000.0,439235000.0,882699000.0,2491189000.0,0.0529,16496230000.0,5734277000.0,2.21,6.64,1.57,2.93,2.88
319,320,DTE,DTE Energy Company,23383881000,113.0,12206000000.0,0.28,44736881000.0,18.49,3.61%,7.21%,2108000000.0,1265000000.0,6.11,2223000000.0,3867000000.0,3338000000.0,-4730000000.0,1604000000.0,212000000.0,140000000.0,22093000000.0,0.1277,45902000000.0,34724000000.0,2.09,11.57,0.64,1.74,3.19
320,321,IRM,Iron Mountain Incorporated,23304073500,79.5,5642803000.0,0.33,38345310500.0,120.45,3.27%,5.09%,926739000.0,193700000.0,0.66,846776000.0,1669023000.0,1114797000.0,-1697422000.0,637864000.0,45213000.0,39794000.0,15232892000.0,0.13019999999999998,17829556000.0,17810896000.0,1257.3,22.97,0.98,1.62,9.32
321,322,BR,"Broadridge Financial Solutions, Inc.",23190461400,196.23,6401600000.0,0.79,26468761400.0,33.49,1.63%,10.34%,1030100000.0,699000000.0,5.86,1025700000.0,1283700000.0,1064400000.0,-107900000.0,-1053100000.0,-96000000.0,185700000.0,3513900000.0,-0.138,8215400000.0,5948200000.0,10.23,20.62,0.99,3.41,2.45
322,323,CAH,"Cardinal Health, Inc.",23077973250,94.75,220572000000.0,4.91,25213973250.0,41.74,2.13%,0.99%,996000000.0,552000000.0,2.27,995000000.0,1695000000.0,2543000000.0,-2221000000.0,-580000000.0,-272000000.0,373000000.0,5854000000.0,0.2366,45880000000.0,49142000000.0,2.4247782858500164,14.88,0.72,1.94,4.71
323,324,NVR,"NVR, Inc.",23042120928,7356.13,9469449000.0,1.47,21125970928.0,15.34,0,0,1974802000.0,1641528000.0,479.55,1992563000.0,2009672000.0,1328929000.0,-27918000.0,-1234811000.0,66200000.0,323727000.0,1008643000.0,-0.0052,6538157000.0,2193776000.0,5.3,10.51,1.13,162.43,2.54
324,325,ETR,Entergy Corporation,22961633610,107.53,11960981000.0,0.2,50066789610.0,10.77,4.20%,5.69%,2393849000.0,2120882000.0,9.98,2563849000.0,4855516000.0,3855877000.0,-4633258000.0,101728000.0,-675653000.0,-590566000.0,28400015000.0,0.0821,61629856000.0,47055490000.0,1.59,10.31,0.69,1.69,1.21
325,326,TER,"Teradyne, Inc.",22672145760,145.23,2658587000.0,0.78,22006396760.0,55.22,0.33%,4.55%,485974000.0,429417000.0,2.63,504870000.0,616270000.0,573174000.0,-108802000.0,-409079000.0,58195000.0,71972000.0,82954000.0,-0.3097,3410720000.0,852891000.0,8.86,35.71,1.5,3.89,1.71
326,327,APTV,Aptiv PLC,22616514060,83.13,20134000000.0,0.86,28325514060.0,7.84,0,0,1630000000.0,2981000000.0,10.61,1391000000.0,2317000000.0,2149000000.0,-998000000.0,-1311000000.0,-176000000.0,-1886000000.0,6650000000.0,-0.032400000000000005,23644000000.0,12225000000.0,2.03,12.23,1.91,2.18,2.36
327,328,ROL,"Rollins, Inc.",22352056800,46.16,3163612000.0,1.21,23058285800.0,51.29,1.30%,18.37%,603410000.0,441117000.0,0.9,620721000.0,725281000.0,555026000.0,-411770000.0,-142592000.0,468000.0,153289000.0,854917000.0,1.5050999999999999,2658619000.0,1491123000.0,19.15,31.79,0.66,0.81,3.59
328,329,FE,FirstEnergy Corp.,22324265640,38.79,12926000000.0,0.27,45474265640.0,20.97,4.38%,4.81%,3506000000.0,1063000000.0,1.85,3720000000.0,4989000000.0,1459000000.0,-3806000000.0,3056000000.0,709000000.0,1491000000.0,24515000000.0,0.0787,51299000000.0,37686000000.0,1.8,9.11,0.47,0.54,4.15
329,330,STT,State Street Corporation,22266052690,73.91,11982000000.0,0.04,-71769947310.0,13.69,3.73%,9.52%,2255000000.0,1714000000.0,5.4,2082000000.0,2675000000.0,2708000000.0,-42926000000.0,39933000000.0,-285000000.0,368000000.0,34863000000.0,0.7425,338003000000.0,313570000000.0,0.91,4.049695855736899,1.54,1.23,1.45
330,331,STE,STERIS plc,22074059460,223.39,5407384000.0,0.49,25387525460.0,39.19,0.93%,10.64%,816297000.0,566841000.0,5.7,820155000.0,1393165000.0,934266000.0,-869332000.0,-133364000.0,-63786000.0,114433000.0,3509051000.0,0.0789,11435155000.0,5007056000.0,3.44,18.22,0.81,4.65,4.24
331,332,LYV,"Live Nation Entertainment, Inc.",21800408160,94.89,23421212000.0,1.2,23312281160.0,90.37,0,0,940624000.0,252102000.0,1.05,1033237000.0,1567443000.0,1203816000.0,-806715000.0,-791338000.0,-488103000.0,171801000.0,8021222000.0,-0.0452,20030189000.0,19561002000.0,2.290545870575334,14.87,1.34,2.78,4.52
332,333,AXON,"Axon Enterprise, Inc.",21749647040,288.2,1681084000.0,0.5,21396312040.0,84.27,0,0,154461000.0,262306000.0,3.42,278836000.0,323595000.0,229648000.0,-88894000.0,614000.0,140676000.0,16530000.0,710441000.0,0.0009,3616196000.0,1798181000.0,11.96,66.12,0.91,7.16,4.22
333,334,WY,Weyerhaeuser Company,21695545920,29.76,7589000000.0,0.44,25895545920.0,27.05,2.69%,5.65%,1146000000.0,802000000.0,1.1,1179000000.0,1678000000.0,1431000000.0,-516000000.0,-809000000.0,106000000.0,96000000.0,5071000000.0,0.0036,16756000000.0,6702000000.0,2.16,15.43,1.48,0.58,1.86
334,335,PTC,PTC Inc.,21501232640,179.56,2242248000.0,0.36,23441791640.0,75.13,0,0,529302000.0,287833000.0,2.39,534871000.0,676035000.0,657063000.0,-110256000.0,-613026000.0,-71720000.0,108584000.0,2189530000.0,0.0331,6205263000.0,3262131000.0,7.31,34.68,1.19,3.29,2.62
335,336,HUBB,Hubbell Incorporated,21348774760,397.66,5486600000.0,0.87,23063874760.0,29.65,1.23%,8.39%,1018200000.0,725700000.0,13.41,991800000.0,1165800000.0,859300000.0,-1256500000.0,355000000.0,-41500000.0,218000000.0,2115400000.0,0.4658,6862100000.0,3919000000.0,7.29,19.78,0.96,10.83,3.11
336,337,BF.B,Brown-Forman Corporation,21228463458,44.88,4260000000.0,0.53,24045463458.0,22.33,1.94%,6.70%,1248000000.0,965000000.0,2.01,1342000000.0,1429000000.0,592000000.0,8000000.0,-441000000.0,162000000.0,255000000.0,3406000000.0,0.12480000000000001,8237000000.0,4992000000.0,6.54,16.83,0.78,0.96,6.66
337,338,STLD,"Steel Dynamics, Inc.",21099819240,134.28,18596113000.0,1.25,22445085240.0,9.19,1.37%,15.69%,3066796000.0,2397613000.0,14.61,3190004000.0,3635366000.0,3141362000.0,-1953537000.0,-1753367000.0,-565542000.0,726436000.0,3037942000.0,-0.0075,15026750000.0,5978991000.0,2.33,6.17,1.48,3.05,4.5
338,339,PPL,PPL Corporation,21077260370,28.57,8201000000.0,0.21,36783552385.0,27.74,3.61%,6.99%,1677000000.0,762000000.0,1.03,1629000000.0,2745000000.0,1356000000.0,-2660000000.0,1195000000.0,-109000000.0,186000000.0,16045000000.0,0.1001,39631000000.0,25573000000.0,1.49,13.4,0.82,0.41,3.88
339,340,BALL,Ball Corporation,20938099880,67.46,13414000000.0,0.68,25019099880.0,5.08,1.19%,0,1142000000.0,4215000000.0,13.29,4765000000.0,5452000000.0,891000000.0,4575000000.0,-4289000000.0,1131000000.0,109000000.0,5800000000.0,-0.4007,19898000000.0,12521000000.0,2.87,4.59,0.87,1.19,3.52
340,341,INVH,Invitation Homes Inc.,20869101520,34.07,2488427000.0,0.13,28466077520.0,39.16,3.29%,12.50%,902260000.0,541578000.0,0.87,886833000.0,1571760000.0,1054882000.0,-728607000.0,92835000.0,419110000.0,164690782.25574312,8544382000.0,0.0999,19209938000.0,9039849000.0,2.06,18.11,0.94,0.56,3.39
341,342,CTRA,Coterra Energy Inc.,20511061480,27.56,5570000000.0,0.27,21614061480.0,16.12,3.05%,310.00%,1717000000.0,1300000000.0,1.71,1768000000.0,3472000000.0,3020000000.0,-2288000000.0,-417000000.0,315000000.0,393000000.0,2651000000.0,0.2183,20953000000.0,7856000000.0,1.57,6.23,0.21,0.56,3.17
342,343,ARE,"Alexandria Real Estate Equities, Inc.",20456064510,116.97,2954012000.0,0.08,31941532510.0,109.32,4.34%,5.02%,585828000.0,184074000.0,1.07,297612000.0,1413337000.0,1666137000.0,-2355808000.0,123775000.0,-566689000.0,161431255.8112394,12217163000.0,0.058899999999999994,37699046000.0,14943128000.0,1.11,22.6,1.08,2.75,5.45
343,344,K,Kellanova Co,20342098000,59.5,12269000000.0,0.73,26693098000.0,22.28,3.77%,1.24%,1458000000.0,920000000.0,2.67,1480000000.0,1869000000.0,1733000000.0,-690000000.0,-1135000000.0,-105000000.0,254000000.0,6593000000.0,-0.1075,15315000000.0,12037000000.0,6.45,14.28,0.4,1.06,4.34
344,345,TYL,"Tyler Technologies, Inc.",20341607889,479.13,1992256000.0,0.43,20790079889.0,108.4,0,0,240535000.0,189214000.0,4.42,244462000.0,415932000.0,377570000.0,-89041000.0,-231137000.0,57392000.0,37119000.0,645416000.0,-0.3034,4608755000.0,1585620000.0,6.73,49.98,0.76,8.94,4.35
345,346,STX,Seagate Technology Holdings plc,20335334760,96.84,6266000000.0,0.86,25211334760.0,6.074832306417128,2.89%,0,164000000.0,-270000000.0,-1.3,156000000.0,461000000.0,702000000.0,312000000.0,-986000000.0,29000000.0,92000000.0,5671000000.0,-0.0482,7096000000.0,8985000000.0,2.1366121551223767,54.69,1.08,2.59,4.02
346,347,TSN,"Tyson Foods, Inc.",20187427396,57.78,52879000000.0,1.44,28965427396.0,6.030647519503682,3.39%,2.08%,-270000000.0,-615000000.0,-1.78,-219000000.0,1222000000.0,2160000000.0,-1744000000.0,1240000000.0,1639000000.0,-2000000.0,10960000000.0,0.2273,37465000000.0,19242000000.0,1.12,23.7,0.73,1.1,2.02
347,348,SBAC,SBA Communications Corporation,20122999470,187.29,2693930000.0,0.26,34295342470.0,36.72,2.09%,17.31%,1022876000.0,555138000.0,5.1,1005254000.0,1615898000.0,1527678000.0,-406795000.0,-1047902000.0,71150000.0,24506000.0,14432544000.0,-0.0458,9995266000.0,15218086000.0,2.114302310365465,21.22,0.59,4.93,1.96
348,349,WRB,W. R. Berkley Corporation,20087363340,78.57,12504707000.0,0.34,21795874340.0,13.96,0.28%,-25.79%,2079753000.0,1529704000.0,5.63,2079305000.0,1967923000.0,3230150000.0,-2507643000.0,-796474000.0,-73304000.0,422250000.0,2877564000.0,0.014499999999999999,37851072000.0,30052560000.0,2.58,11.08,0.6,1.23,3.17
349,350,ES,Eversource Energy,20008084000,56.8,11447637000.0,0.21,48035816000.0,5.9770717574706715,5.04%,5.90%,2495736000.0,-411552000.0,-1.18,671333000.0,2004132000.0,1868316000.0,-5266034000.0,3595347000.0,197629000.0,171239000.0,28286945000.0,0.1882,57322225000.0,42778637000.0,1.38,23.97,0.58,1.3,2.33
350,351,LDOS,"Leidos Holdings, Inc.",19954586960,147.58,15714000000.0,1.23,24495586960.0,63.61,1.03%,4.17%,740000000.0,321000000.0,2.32,765000000.0,1083000000.0,1326000000.0,-184000000.0,-886000000.0,256000000.0,237000000.0,5174000000.0,-0.0721,12817000000.0,8504000000.0,4.69,22.62,0.66,2.09,1.95
351,352,BLDR,"Builders FirstSource, Inc.",19857453330,162.69,17105368000.0,1.59,23406113330.0,13.92,0,0,2082733000.0,1465550000.0,11.69,2082733000.0,2644840000.0,1969678000.0,-640469000.0,-776141000.0,553068000.0,418840000.0,4246135000.0,0.1465,11168443000.0,6211735000.0,4.01,8.85,2.08,6.87,2.15
352,353,HBAN,Huntington Bancshares Incorporated,19796755000,13.66,6769000000.0,0.04,22467755000.0,12.31,4.54%,0,2144000000.0,1627000000.0,1.11,2123000000.0,2969000000.0,2991000000.0,-2960000000.0,1780000000.0,1811000000.0,355000000.0,15076000000.0,-0.2451,193519000000.0,174146000000.0,1.02,7.57,1.11,0.26,1.52
353,354,GPC,Genuine Parts Company,19748419230,141.77,23109123000.0,1.32,23643958230.0,15.82,2.82%,5.69%,1657615000.0,1261461000.0,8.96,1728418000.0,2082342000.0,1556409000.0,-839000000.0,-309571000.0,398405000.0,401662000.0,4945127000.0,0.16940000000000002,18336513000.0,13919337000.0,4.49,11.35,0.95,2.77,1.7
354,355,WAT,Waters Corporation,19684649248,331.84,2908581000.0,0.64,21485003248.0,32.6,0,0,777354000.0,603507000.0,10.18,795863000.0,979128000.0,668928000.0,-1437603000.0,621986000.0,-148780000.0,82419000.0,2138567000.0,0.36479999999999996,4508964000.0,3252439000.0,15.67,21.94,0.98,8.78,10.89
355,356,CCL,Carnival Corporation & plc,19641291036,15.65,22567000000.0,0.45,49414291036.0,60.19,0,0,2403000000.0,405000000.0,0.26,2408000000.0,4953000000.0,5661000000.0,-3929000000.0,-4963000000.0,-3217000000.0,6000000.0,32015000000.0,-0.12140000000000001,49761000000.0,43079000000.0,2.94,9.98,2.54,0.5,4.11
356,357,WBD,"Warner Bros. Discovery, Inc.",19283939700,7.87,40579000000.0,0.33,58885939700.0,5.760746074118714,0,0,-1258000000.0,-3023000000.0,-1.24,-1328000000.0,6487000000.0,8693000000.0,-1209000000.0,-6642000000.0,747000000.0,-470000000.0,42578000000.0,-0.1298,119819000000.0,74525000000.0,0.44,9.08,1.51,0.31,3.62
357,358,MKC,"McCormick & Company, Incorporated",19163553107,71.31,6699400000.0,0.52,23442553107.0,27.22,2.36%,6.58%,997500000.0,643800000.0,2.62,1041400000.0,1238700000.0,1272300000.0,-260800000.0,-1207200000.0,-178800000.0,189700000.0,4457000000.0,-0.1438,12890100000.0,7632700000.0,3.66,18.93,0.72,1.23,2.75
358,359,ALGN,"Align Technology, Inc.",19104237009,253.77,3916544000.0,0.63,18300423009.0,41.88,0,0,663957000.0,462283000.0,6.06,664966000.0,839457000.0,614545000.0,-222698000.0,-351095000.0,34198000.0,202683000.0,95092000.0,-0.0395,6155754000.0,2395894000.0,5.08,21.8,1.66,9.18,2.25
359,360,VTR,"Ventas, Inc.",19097237320,47.18,4620496000.0,0.19,32166219320.0,5.7049719418954306,3.81%,0,455503000.0,-72802000.0,-0.18,513427000.0,1924024000.0,1143504000.0,-272971000.0,-376818000.0,493715000.0,-9741000.0,13757391000.0,0.0977,24672586000.0,14928709000.0,2.03,16.72,1.26,0.83,3.74
360,361,PFG,"Principal Financial Group, Inc.",19013230080,81.12,14900100000.0,0.05,18827030080.0,15.11,3.50%,6.25%,1578400000.0,1295800000.0,5.37,1537600000.0,1810300000.0,3681300000.0,-1586000000.0,-2567800000.0,-472500000.0,241800000.0,3982200000.0,-0.155,308683500000.0,297082300000.0,1.7,10.4,1.25,1.28,2.46
361,362,HRL,Hormel Foods Corporation,19004773600,34.7,12135929000.0,0.9,21334056600.0,23.77,3.26%,3.46%,1023745000.0,794716000.0,1.46,1091916000.0,1376148000.0,1248198000.0,-286229000.0,-591859000.0,363423000.0,223819000.0,3311207000.0,0.0029,13512983000.0,5664417000.0,2.42,15.5,0.27,0.62,3.97
362,363,AEE,Ameren Corporation,18994904100,71.23,7254000000.0,0.18,36093904100.0,16.34,3.76%,6.56%,1578000000.0,1149000000.0,4.36,1932000000.0,3393000000.0,2560000000.0,-3740000000.0,1298000000.0,118000000.0,190000000.0,17184000000.0,0.1066,41306000000.0,29734000000.0,1.66,10.64,0.44,1.2,3.06
363,364,MOH,"Molina Healthcare, Inc.",18991674000,324.09,35854000000.0,2.43,12436674000.0,17.59,0,0,1544000000.0,1071000000.0,18.42,1544000000.0,1716000000.0,960000000.0,-930000000.0,-55000000.0,-25000000.0,365000000.0,2382000000.0,0.0004,15513000000.0,11020000000.0,4.23,7.25,0.54,7.36,3.0
364,365,CNP,"CenterPoint Energy, Inc.",18897446960,29.54,8537000000.0,0.22,37947446960.0,20.8,2.71%,6.76%,1835000000.0,904000000.0,1.42,1867000000.0,3312000000.0,2702000000.0,-3922000000.0,1269000000.0,49000000.0,170000000.0,19669000000.0,0.149,40199000000.0,30201000000.0,1.89,11.46,0.91,0.42,2.62
365,366,CBOE,"Cboe Global Markets, Inc.",18806792900,178.85,3742500000.0,0.49,19795592900.0,23.97,1.23%,10.00%,1092400000.0,793200000.0,7.46,1147000000.0,1300900000.0,940400000.0,-70300000.0,-683500000.0,193300000.0,294000000.0,1583900000.0,-0.1528,8152100000.0,4128000000.0,4.67,15.22,0.59,3.53,2.87
366,367,TDY,Teledyne Technologies Incorporated,18729516375,394.95,5602300000.0,0.39,21063416375.0,21.05,0,0,1026200000.0,885500000.0,18.76,1028300000.0,1340600000.0,924100000.0,-129300000.0,-542000000.0,247200000.0,73800000.0,3246300000.0,-0.1503,14639200000.0,5306000000.0,2.01,15.71,1.03,7.4,2.38
367,368,CPAY,"Corpay, Inc.",18491858460,263.16,3791637000.0,0.25,20632236460.0,19.58,0,0,1693258000.0,996824000.0,13.44,1693317000.0,2030449000.0,2123651000.0,-324040000.0,-839047000.0,933275000.0,338593000.0,6764054000.0,-0.0049,15830131000.0,12547861000.0,5.68,10.16,1.22,6.13,4.71
368,369,CMS,CMS Energy Corporation,18288407400,61.24,7354000000.0,0.22,33233407400.0,18.67,3.36%,5.80%,1793000000.0,960000000.0,3.28,2279000000.0,3474000000.0,2225000000.0,-3372000000.0,1410000000.0,263000000.0,636000000.0,15806000000.0,0.0913,33901000000.0,25395000000.0,2.3,9.57,0.37,0.9,3.91
369,370,ULTA,"Ulta Beauty, Inc.",18269466550,381.13,11207303000.0,2.05,19413964550.0,14.64,0,0,1678029000.0,1291005000.0,26.03,1678029000.0,2254623000.0,1476266000.0,-441425000.0,-1006124000.0,28717000.0,404646000.0,1911092000.0,0.0042,5707011000.0,3427683000.0,8.02,8.61,1.36,8.86,2.27
370,371,OMC,Omnicom Group Inc.,18253687140,93.21,14879400000.0,0.56,22170587140.0,12.6,3.00%,0,2237100000.0,1482500000.0,7.4,2257400000.0,2474200000.0,1325500000.0,-721600000.0,-625400000.0,-88700000.0,557500000.0,7089700000.0,0.0876,27275600000.0,23141400000.0,5.11,8.96,0.97,1.61,5.98
371,372,COO,"The Cooper Companies, Inc.",18221950080,91.68,3666300000.0,0.31,20859050080.0,62.71,0.01%,0,536700000.0,290800000.0,1.46,519900000.0,934700000.0,563600000.0,-659800000.0,116000000.0,16800000.0,120000000.0,2772300000.0,0.0285,12032600000.0,4337300000.0,2.37,22.32,0.97,1.99,2.61
372,373,EQT,EQT Corporation,18211254080,41.24,5660120000.0,0.23,22586055080.0,29.67,1.53%,3.75%,886251000.0,620172000.0,1.39,884267000.0,2731326000.0,2671745000.0,-4382481000.0,231522000.0,-1479214000.0,36610000.0,5840845000.0,-0.0695,25438320000.0,10266919000.0,1.2,8.27,1.1,1.19,5.32
373,374,CINF,Cincinnati Financial Corporation,18120022920,115.74,10707000000.0,0.33,18374022920.0,7.71,2.80%,8.33%,3014000000.0,2373000000.0,15.02,3014000000.0,3120000000.0,2155000000.0,-1601000000.0,-890000000.0,-336000000.0,588000000.0,873000000.0,-0.0246,33727000000.0,21073000000.0,1.43,5.89,0.64,1.83,3.13
374,375,AVY,Avery Dennison Corporation,18116459660,224.9,8450600000.0,1.03,21171159660.0,32.83,1.57%,8.17%,1022900000.0,554200000.0,6.85,882000000.0,1185400000.0,943900000.0,-404400000.0,-702000000.0,-165600000.0,206600000.0,3240400000.0,-0.0895,8255200000.0,6051200000.0,8.22,17.86,0.92,3.05,2.59
375,376,DPZ,"Domino's Pizza, Inc.",17756812216,509.08,4539607000.0,2.74,22546477216.0,33.25,1.19%,17.75%,818786000.0,540172000.0,15.31,864494000.0,946833000.0,599646000.0,-108800000.0,-465871000.0,24829000.0,128548000.0,5203311000.0,-0.0073,1744742000.0,5753072000.0,1.8656895135829623,23.81,0.83,9.63,2.21
376,377,DRI,"Darden Restaurants, Inc.",17703326880,148.32,11201700000.0,1.01,22765326880.0,17.39,3.53%,8.26%,1293300000.0,1034600000.0,8.53,1291800000.0,1729100000.0,1597000000.0,-1334900000.0,-328900000.0,-66800000.0,131800000.0,5305900000.0,0.14859999999999998,11358200000.0,9177300000.0,8.12,13.17,1.27,2.44,4.71
377,378,ENPH,"Enphase Energy, Inc.",17603830940,129.38,1828109000.0,0.54,17270105940.0,67.04,0,0,248979000.0,275966000.0,1.93,331546000.0,409800000.0,499749000.0,14909000.0,-545823000.0,-32393000.0,46701000.0,1295868000.0,0.0027,3232980000.0,2310257000.0,19.08,42.14,1.49,6.53,2.68
378,379,NRG,"NRG Energy, Inc.",17480712600,83.85,28530000000.0,1.05,28065712600.0,12.0,1.94%,7.90%,2800000000.0,1577000000.0,6.99,2824000000.0,4029000000.0,1644000000.0,1348000000.0,-3224000000.0,-235000000.0,509000000.0,10878000000.0,-0.1362,25401000000.0,22104000000.0,5.3,6.97,1.1,3.27,2.24
379,380,RF,Regions Financial Corporation,17455662620,19.06,6802000000.0,0.04,10532662620.0,10.3,5.04%,20.00%,2282000000.0,1731000000.0,1.85,2183000000.0,2404000000.0,2508000000.0,698000000.0,-789000000.0,2417000000.0,452000000.0,4327000000.0,0.0046,154909000000.0,137831000000.0,1.02,4.38,1.22,0.38,3.89
380,381,SYF,Synchrony Financial,17354731680,43.22,8667000000.0,0.08,13466731680.0,6.18,2.31%,8.70%,3822000000.0,2888000000.0,6.99,3780000000.0,4246000000.0,8955000000.0,-14128000000.0,9324000000.0,4151000000.0,892000000.0,16133000000.0,0.0803,121173000000.0,105891000000.0,1.14,3.17,1.58,1.05,2.67
381,382,BAX,Baxter International Inc.,17249283000,33.85,14892000000.0,0.52,28393283000.0,6.5,3.43%,0,448000000.0,2649000000.0,5.21,3081000000.0,4360000000.0,1410000000.0,3217000000.0,-3257000000.0,1353000000.0,29000000.0,14170000000.0,-0.161,27788000000.0,19553000000.0,2.11,6.51,0.64,0.73,1.95
382,383,J,Jacobs Engineering Group Inc.,17218039630,137.51,16903732000.0,1.14,19838018630.0,26.55,0.84%,46.67%,1032621000.0,647341000.0,5.18,1000365000.0,1305170000.0,915962000.0,-126291000.0,-981194000.0,-191105000.0,178022000.0,3653498000.0,-0.1288,14897577000.0,8219115000.0,2.6,15.2,0.74,2.53,2.17
383,384,HOLX,"Hologic, Inc.",17120536720,73.36,3960600000.0,0.44,17509036720.0,37.62,0,0,541700000.0,466500000.0,1.95,674600000.0,993400000.0,1103900000.0,-237400000.0,-1268200000.0,-402200000.0,94000000.0,2568500000.0,-0.0968,8714400000.0,3870000000.0,3.53,17.63,1.01,1.14,3.14
384,385,VRSN,"VeriSign, Inc.",17036580000,171.05,1513000000.0,0.88,17902580000.0,21.07,0,0,1018200000.0,833000000.0,8.12,1072000000.0,1114300000.0,852100000.0,-10800000.0,-928900000.0,-87900000.0,163700000.0,1790700000.0,0.0012,1727800000.0,3363500000.0,1.7900154750004607,16.07,0.89,2.79,2.14
385,386,ATO,Atmos Energy Corporation,16904259080,112.04,4056069000.0,0.18,24176198080.0,16.87,2.87%,8.79%,1273418000.0,999646000.0,6.64,1339169000.0,1978854000.0,1558900000.0,-2794154000.0,1403848000.0,168594000.0,169055000.0,7535708000.0,0.1497,24004640000.0,12386001000.0,1.45,12.22,0.66,1.79,4.61
386,387,EG,"Everest Group, Ltd.",16881772372,388.46,15434000000.0,0.32,18723772372.0,5.76,2.06%,9.85%,2718000000.0,2885000000.0,67.46,2718000000.0,2718000000.0,4591000000.0,-5999000000.0,1359000000.0,-67000000.0,-306000000.0,3386000000.0,0.09759999999999999,50937000000.0,37308000000.0,1.24,6.89,0.57,7.0,2.45
387,388,EXPD,"Expeditors International of Washington, Inc.",16821700680,119.09,8914199000.0,1.96,16016179680.0,25.23,1.19%,4.41%,878740000.0,696024000.0,4.72,949630000.0,1017290000.0,763683000.0,-39966000.0,-1684921000.0,-980338000.0,251451000.0,564935000.0,0.0851,4488268000.0,2290603000.0,7.66,15.74,1.0,1.81,4.17
388,389,NTRS,Northern Trust Corporation,16792911360,82.08,6674700000.0,0.04,-13707188640.0,18.12,3.66%,0,1311400000.0,945600000.0,4.53,1311400000.0,1961400000.0,1337900000.0,-4928500000.0,4351100000.0,482800000.0,324000000.0,16450600000.0,-0.2187,156111000000.0,144009200000.0,1.39,3.0542541368767906,1.14,1.44,1.63
389,390,ZBRA,Zebra Technologies Corporation,16775065056,326.24,4354000000.0,0.59,18886065056.0,64.6,0,0,415000000.0,261000000.0,5.05,404000000.0,579000000.0,197000000.0,-86000000.0,-77000000.0,34000000.0,30000000.0,2238000000.0,-0.0062,7259000000.0,4090000000.0,5.29,32.62,1.76,6.65,3.31
390,391,ILMN,"Illumina, Inc.",16731279000,105.03,4493000000.0,0.43,17813279000.0,4.998182493499235,0,0,-1117000000.0,-1289000000.0,-8.15,-1073000000.0,-640000000.0,545000000.0,-223000000.0,-702000000.0,-386000000.0,142000000.0,2190000000.0,-0.2658,10040000000.0,4306000000.0,2.92,3.043044592179028,1.2,3.98,3.33
391,392,TXT,Textron Inc.,16680441530,87.47,13794000000.0,0.83,18731441530.0,18.69,0.09%,0,1174000000.0,931000000.0,4.68,1173000000.0,1564000000.0,1096000000.0,-351000000.0,-1074000000.0,-333000000.0,165000000.0,3517000000.0,-0.009300000000000001,16414000000.0,9483000000.0,2.41,11.98,1.32,1.44,3.09
392,393,UAL,"United Airlines Holdings, Inc.",16650583920,50.64,54827000000.0,0.76,37218583920.0,6.26,0,0,4353000000.0,2688000000.0,8.09,5403000000.0,8074000000.0,6616000000.0,-2697000000.0,-3267000000.0,652000000.0,791000000.0,34844000000.0,-0.0629,71902000000.0,62714000000.0,1.81,4.61,1.49,1.41,1.41
393,394,LH,Labcorp Holdings Inc.,16537561384,196.19,12300400000.0,0.73,22406761384.0,38.77,1.47%,16.41%,717100000.0,433100000.0,5.06,822600000.0,1552800000.0,1176700000.0,-1464900000.0,-10400000.0,-294600000.0,193700000.0,5968500000.0,-0.0513,16531000000.0,8556200000.0,2.08,14.43,1.01,0.777658337448986,2.88
394,395,CE,Celanese Corporation,16520617200,151.26,10698000000.0,0.41,28790617200.0,8.32,1.85%,0.72%,1609000000.0,1990000000.0,18.18,1915000000.0,2703000000.0,2096000000.0,-107000000.0,-1646000000.0,316000000.0,-782000000.0,13753000000.0,-0.0917,26033000000.0,18502000000.0,2.34,10.65,1.36,3.38,8.02
